order_id,date,hour,member_id,restaurant_id,total_order
30558,6/4/20,09:00.0,188,4,234.85
30559,6/4/20,10:00.0,126,2,148.28
30560,6/4/20,11:00.0,67,14,46.09
30561,6/4/20,13:00.0,170,22,79.91
30562,6/4/20,13:00.0,176,14,30.8
30563,6/4/20,14:00.0,197,7,92.84
30564,6/4/20,15:00.0,92,22,40.22
30565,6/4/20,16:00.0,136,2,66.87
30566,6/4/20,17:00.0,32,18,0
30567,6/4/20,18:00.0,50,15,34.7
30568,6/4/20,19:00.0,60,2,73.4
30569,6/4/20,20:00.0,125,13,104.12
30570,6/4/20,20:00.0,191,23,0
30571,6/4/20,20:00.0,86,13,0
30572,6/4/20,22:00.0,23,20,0
30573,6/4/20,25:00.0,129,20,46.74
30574,6/4/20,29:00.0,12,6,181.27
30575,6/4/20,31:00.0,148,23,101.03
30576,6/4/20,31:00.0,174,25,178.83
30577,6/4/20,33:00.0,176,2,112.05
30578,6/4/20,34:00.0,113,10,25.81
30579,6/4/20,35:00.0,49,21,160.72
30580,6/4/20,36:00.0,54,11,30.12
30581,6/4/20,41:00.0,150,7,137.14
30582,6/4/20,42:00.0,150,14,90.31
30583,6/4/20,43:00.0,2,13,24.43
30584,6/4/20,43:00.0,36,1,64.86
30585,6/4/20,47:00.0,136,22,45.06
30586,6/4/20,48:00.0,23,26,138.41
30587,6/4/20,54:00.0,74,11,43.96
30588,6/4/20,54:00.0,50,16,111.24
30589,6/4/20,56:00.0,92,7,135.64
30590,6/4/20,56:00.0,186,6,95.5
30591,6/4/20,00:00.0,140,2,34.4
30592,6/4/20,05:00.0,198,10,46.14
30593,6/4/20,07:00.0,11,12,198.19
30594,6/4/20,08:00.0,171,24,138.13
30595,6/4/20,10:00.0,10,20,33.68
30596,6/4/20,10:00.0,129,29,81.65
30597,6/4/20,11:00.0,43,9,160.52
30598,6/4/20,11:00.0,163,4,0
30599,6/4/20,17:00.0,180,15,137.07
30600,6/4/20,21:00.0,28,9,0
30601,6/4/20,26:00.0,19,8,143.52
30602,6/4/20,28:00.0,62,8,116.59
30603,6/4/20,28:00.0,183,26,135.03
30604,6/4/20,32:00.0,179,25,108.7
30605,6/4/20,43:00.0,40,11,233.72
30606,6/4/20,45:00.0,165,1,124.94
30607,6/4/20,49:00.0,90,1,29.22
30608,6/4/20,49:00.0,85,3,74.66
30609,6/4/20,50:00.0,67,18,0
30610,6/4/20,54:00.0,5,29,93.58
30611,6/4/20,54:00.0,74,26,31.69
30612,6/4/20,57:00.0,191,14,27.42
30613,6/4/20,57:00.0,123,18,0
30614,6/4/20,59:00.0,184,17,66.93
30615,6/4/20,10:00.0,183,21,33.08
30616,6/4/20,14:00.0,25,15,178.02
30617,6/4/20,36:00.0,196,9,108.51
30618,6/4/20,37:00.0,196,22,0
30619,6/4/20,50:00.0,122,5,71.66
30620,6/4/20,53:00.0,180,28,115.88
30621,6/4/20,54:00.0,53,22,31.27
30622,6/4/20,00:00.0,91,22,93.32
30623,6/4/20,05:00.0,105,7,0
30624,6/4/20,06:00.0,115,29,30.08
30625,6/4/20,10:00.0,151,20,91.43
30626,6/4/20,28:00.0,106,14,32.65
30627,6/4/20,37:00.0,73,19,62.12
30628,6/4/20,37:00.0,144,21,225.35
30629,6/4/20,56:00.0,7,17,0
30630,6/4/20,13:00.0,174,11,0
30631,6/4/20,13:00.0,52,4,187.54
30632,6/4/20,24:00.0,109,1,98.39
30633,6/4/20,33:00.0,120,8,196.64
30634,6/4/20,38:00.0,4,8,78.81
30635,6/4/20,46:00.0,3,6,68.61
30636,6/4/20,05:00.0,82,20,57.75
30637,6/4/20,17:00.0,45,1,59.83
30638,6/4/20,20:00.0,174,11,97.77
30639,6/4/20,24:00.0,12,1,34.31
30640,6/4/20,48:00.0,138,2,136.08
30641,6/4/20,58:00.0,181,9,249.37
30642,6/4/20,59:00.0,188,1,27.75
30643,6/4/20,19:00.0,46,2,284.34
30644,6/4/20,42:00.0,28,21,0
30645,6/4/20,02:00.0,104,20,85.94
30646,6/4/20,03:00.0,15,10,160.46
30647,6/4/20,03:00.0,158,10,0
30648,6/4/20,17:00.0,64,23,0
30649,6/4/20,17:00.0,197,11,202.88
30650,6/4/20,20:00.0,143,24,30.68
30651,6/4/20,22:00.0,38,15,182.71
30652,6/4/20,22:00.0,24,20,90.29
30653,6/4/20,23:00.0,12,30,72.47
30654,6/4/20,23:00.0,188,17,45.48
30655,6/4/20,25:00.0,198,20,29.48
30656,6/4/20,25:00.0,129,10,65.42
30657,6/4/20,25:00.0,168,2,34.96
30658,6/4/20,28:00.0,10,27,46.8
30659,6/4/20,28:00.0,124,27,101.31
30660,6/4/20,29:00.0,146,5,128.07
30661,6/4/20,29:00.0,86,6,61.52
30662,6/4/20,30:00.0,188,27,54.72
30663,6/4/20,30:00.0,124,27,123.17
30664,6/4/20,37:00.0,133,24,177.79
30665,6/4/20,37:00.0,147,9,143.53
30666,6/4/20,39:00.0,191,15,169.75
30667,6/4/20,42:00.0,62,15,150.6
30668,6/4/20,43:00.0,174,15,217.85
30669,6/4/20,46:00.0,133,7,78.16
30670,6/4/20,46:00.0,200,24,89.93
30671,6/4/20,46:00.0,196,6,23.41
30672,6/4/20,47:00.0,31,27,181.03
30673,6/4/20,50:00.0,158,4,39.06
30674,6/4/20,50:00.0,191,27,82.16
30675,6/4/20,51:00.0,56,23,159.62
30676,6/4/20,52:00.0,156,27,0
30677,6/4/20,56:00.0,149,21,79.67
30678,6/4/20,06:00.0,200,15,34.14
30679,6/4/20,06:00.0,32,30,68.94
30680,6/4/20,09:00.0,133,6,61.52
30681,6/4/20,12:00.0,198,3,24.77
30682,6/4/20,14:00.0,21,19,0
30683,6/4/20,18:00.0,113,6,50.3
30684,6/4/20,21:00.0,42,26,79.55
30685,6/4/20,22:00.0,61,7,133.36
30686,6/4/20,23:00.0,129,28,40.98
30687,6/4/20,24:00.0,187,16,0
30688,6/4/20,27:00.0,16,8,0
30689,6/4/20,28:00.0,162,15,88.97
30690,6/4/20,30:00.0,160,29,53.4
30691,6/4/20,35:00.0,7,16,214.34
30692,6/4/20,36:00.0,83,15,82.31
30693,6/4/20,41:00.0,77,5,0
30694,6/4/20,45:00.0,69,6,61.52
30695,6/4/20,48:00.0,141,25,75.19
30696,6/4/20,49:00.0,174,23,169.71
30697,6/4/20,52:00.0,28,17,23.8
30698,6/4/20,52:00.0,158,13,0
30699,6/4/20,53:00.0,111,11,113.79
30700,6/4/20,53:00.0,17,3,56.15
30701,6/4/20,54:00.0,114,7,0
30702,6/4/20,56:00.0,47,6,75.77
30703,6/4/20,57:00.0,153,14,0
30704,6/4/20,57:00.0,157,8,101.64
30705,6/4/20,59:00.0,5,2,147.28
30706,6/4/20,01:00.0,65,7,241.94
30707,6/4/20,02:00.0,163,7,167.69
30708,6/4/20,05:00.0,158,8,179.2
30709,6/4/20,07:00.0,147,6,76.38
30710,6/4/20,15:00.0,78,19,54.84
30711,6/4/20,16:00.0,117,24,0
30712,6/4/20,19:00.0,6,18,111.38
30713,6/4/20,21:00.0,87,8,161.38
30714,6/4/20,23:00.0,115,24,89.93
30715,6/4/20,25:00.0,46,6,0
30716,6/4/20,28:00.0,195,5,90.19
30717,6/4/20,29:00.0,11,3,111.99
30718,6/4/20,37:00.0,90,7,127.07
30719,6/4/20,40:00.0,114,24,85.5
30720,6/4/20,40:00.0,72,2,34.4
30721,6/4/20,40:00.0,167,1,80.56
30722,6/4/20,42:00.0,140,26,59.26
30723,6/4/20,45:00.0,130,19,77.92
30724,6/4/20,47:00.0,191,29,0
30725,6/4/20,50:00.0,6,24,60.01
30726,6/4/20,56:00.0,91,25,99.45
30727,6/4/20,56:00.0,21,10,75.4
30728,6/4/20,58:00.0,112,29,0
30729,6/4/20,00:00.0,31,25,33.51
30730,6/4/20,36:00.0,173,13,0
30731,6/4/20,39:00.0,173,13,143.95
30732,6/4/20,03:00.0,51,7,67.89
30733,6/4/20,09:00.0,69,28,70.63
30734,6/4/20,11:00.0,100,10,101.91
30735,6/4/20,38:00.0,140,4,176.67
30736,6/4/20,51:00.0,132,14,26.38
30737,6/5/20,00:00.0,29,11,86.68
30738,6/5/20,03:00.0,6,7,0
30739,6/5/20,05:00.0,62,23,128.25
30740,6/5/20,06:00.0,159,2,149.11
30741,6/5/20,08:00.0,185,26,59.26
30742,6/5/20,09:00.0,94,27,201.51
30743,6/5/20,12:00.0,71,14,61.87
30744,6/5/20,12:00.0,176,18,66.1
30745,6/5/20,14:00.0,32,13,67
30746,6/5/20,15:00.0,161,23,38.83
30747,6/5/20,26:00.0,103,10,98.05
30748,6/5/20,27:00.0,161,19,111.45
30749,6/5/20,28:00.0,45,6,128.64
30750,6/5/20,28:00.0,94,4,75
30751,6/5/20,30:00.0,65,26,47.86
30752,6/5/20,35:00.0,140,28,96.37
30753,6/5/20,40:00.0,66,1,61.65
30754,6/5/20,42:00.0,187,3,70.84
30755,6/5/20,44:00.0,111,29,109.15
30756,6/5/20,49:00.0,79,1,118.7
30757,6/5/20,50:00.0,157,10,35.61
30758,6/5/20,51:00.0,145,12,68.15
30759,6/5/20,52:00.0,188,27,85.25
30760,6/5/20,54:00.0,16,28,70.63
30761,6/5/20,55:00.0,1,26,203.09
30762,6/5/20,57:00.0,78,6,39.17
30763,6/5/20,00:00.0,14,8,0
30764,6/5/20,05:00.0,18,24,47.49
30765,6/5/20,06:00.0,88,27,110.04
30766,6/5/20,06:00.0,198,9,38.71
30767,6/5/20,08:00.0,76,15,92.89
30768,6/5/20,08:00.0,3,6,106.72
30769,6/5/20,09:00.0,100,24,65.27
30770,6/5/20,10:00.0,159,17,0
30771,6/5/20,10:00.0,128,17,109.96
30772,6/5/20,16:00.0,24,29,40.45
30773,6/5/20,19:00.0,155,25,39.04
30774,6/5/20,20:00.0,57,26,52.19
30775,6/5/20,21:00.0,132,29,95.41
30776,6/5/20,24:00.0,6,2,52.24
30777,6/5/20,25:00.0,60,17,39.13
30778,6/5/20,28:00.0,41,13,166.37
30779,6/5/20,31:00.0,60,21,35.12
30780,6/5/20,32:00.0,160,12,68.7
30781,6/5/20,32:00.0,174,12,31.07
30782,6/5/20,33:00.0,108,5,77.59
30783,6/5/20,33:00.0,56,4,64.13
30784,6/5/20,34:00.0,56,26,142.72
30785,6/5/20,37:00.0,156,17,256.77
30786,6/5/20,37:00.0,10,3,33.51
30787,6/5/20,39:00.0,129,6,119.81
30788,6/5/20,41:00.0,181,3,114.76
30789,6/5/20,42:00.0,173,10,31.69
30790,6/5/20,44:00.0,5,24,181.56
30791,6/5/20,44:00.0,47,23,150.48
30792,6/5/20,45:00.0,3,24,0
30793,6/5/20,46:00.0,48,11,53.81
30794,6/5/20,48:00.0,186,15,132.25
30795,6/5/20,58:00.0,109,26,123.73
30796,6/5/20,03:00.0,92,14,0
30797,6/5/20,04:00.0,165,24,49.56
30798,6/5/20,09:00.0,63,10,148.07
30799,6/5/20,12:00.0,106,13,82.76
30800,6/5/20,12:00.0,100,11,191.96
30801,6/5/20,14:00.0,67,30,0
30802,6/5/20,16:00.0,143,10,132.97
30803,6/5/20,18:00.0,40,16,0
30804,6/5/20,19:00.0,131,30,43.08
30805,6/5/20,21:00.0,37,12,71.87
30806,6/5/20,25:00.0,149,28,36.71
30807,6/5/20,25:00.0,4,15,89.59
30808,6/5/20,29:00.0,57,25,77.58
30809,6/5/20,31:00.0,5,27,76.58
30810,6/5/20,34:00.0,140,7,131.93
30811,6/5/20,38:00.0,24,11,214.96
30812,6/5/20,39:00.0,3,10,249.33
30813,6/5/20,46:00.0,134,4,194.52
30814,6/5/20,46:00.0,28,10,154.7
30815,6/5/20,51:00.0,181,20,109.85
30816,6/5/20,51:00.0,45,6,54.59
30817,6/5/20,53:00.0,131,26,131.87
30818,6/5/20,53:00.0,12,26,71.22
30819,6/5/20,58:00.0,126,11,139.37
30820,6/5/20,06:00.0,176,17,216.25
30821,6/5/20,15:00.0,102,22,50.34
30822,6/5/20,28:00.0,119,12,0
30823,6/5/20,35:00.0,132,30,0
30824,6/5/20,38:00.0,166,5,0
30825,6/5/20,46:00.0,140,26,75.87
30826,6/5/20,46:00.0,85,26,74.49
30827,6/5/20,04:00.0,53,2,0
30828,6/5/20,06:00.0,55,26,107.12
30829,6/5/20,10:00.0,55,16,113.5
30830,6/5/20,22:00.0,38,11,143
30831,6/5/20,36:00.0,30,14,0
30832,6/5/20,44:00.0,183,30,48.03
30833,6/5/20,26:00.0,51,25,98.85
30834,6/5/20,37:00.0,180,20,175.66
30835,6/5/20,39:00.0,141,22,45.06
30836,6/5/20,40:00.0,131,18,114.78
30837,6/5/20,48:00.0,68,11,80.92
30838,6/5/20,08:00.0,82,30,100.13
30839,6/5/20,08:00.0,143,4,111.92
30840,6/5/20,20:00.0,21,27,162.5
30841,6/5/20,29:00.0,124,27,0
30842,6/5/20,35:00.0,33,4,0
30843,6/5/20,36:00.0,30,21,42.85
30844,6/5/20,55:00.0,79,23,112.13
30845,6/5/20,55:00.0,94,8,0
30846,6/5/20,58:00.0,165,29,70.78
30847,6/5/20,12:00.0,38,17,232.97
30848,6/5/20,16:00.0,39,30,245.9
30849,6/5/20,18:00.0,159,15,129.9
30850,6/5/20,30:00.0,100,5,72.77
30851,6/5/20,46:00.0,29,2,228.94
30852,6/5/20,02:00.0,58,19,99.24
30853,6/5/20,03:00.0,167,27,206.37
30854,6/5/20,07:00.0,11,22,31.27
30855,6/5/20,07:00.0,91,13,0
30856,6/5/20,20:00.0,149,15,58.49
30857,6/5/20,22:00.0,34,10,113.09
30858,6/5/20,22:00.0,175,29,53.4
30859,6/5/20,26:00.0,60,16,75.68
30860,6/5/20,29:00.0,174,12,31.51
30861,6/5/20,29:00.0,191,17,45.48
30862,6/5/20,30:00.0,17,18,34.18
30863,6/5/20,35:00.0,177,15,92.25
30864,6/5/20,35:00.0,188,22,0
30865,6/5/20,38:00.0,110,29,135.37
30866,6/5/20,39:00.0,75,3,0
30867,6/5/20,39:00.0,29,29,60.16
30868,6/5/20,40:00.0,152,8,37.08
30869,6/5/20,41:00.0,5,15,64.95
30870,6/5/20,43:00.0,151,15,122.18
30871,6/5/20,49:00.0,66,5,125.39
30872,6/5/20,50:00.0,130,27,112.15
30873,6/5/20,53:00.0,200,27,0
30874,6/5/20,59:00.0,182,17,139.06
30875,6/5/20,05:00.0,153,16,195.34
30876,6/5/20,06:00.0,46,22,59.89
30877,6/5/20,08:00.0,43,25,107.18
30878,6/5/20,14:00.0,132,6,84.93
30879,6/5/20,20:00.0,173,21,0
30880,6/5/20,21:00.0,18,23,165.49
30881,6/5/20,23:00.0,188,17,94.2
30882,6/5/20,26:00.0,52,22,130.24
30883,6/5/20,31:00.0,8,8,36.15
30884,6/5/20,32:00.0,90,12,85.05
30885,6/5/20,34:00.0,43,21,195.14
30886,6/5/20,35:00.0,144,7,227.07
30887,6/5/20,36:00.0,53,3,130.46
30888,6/5/20,37:00.0,39,26,66.85
30889,6/5/20,37:00.0,179,7,197.96
30890,6/5/20,42:00.0,200,15,64.95
30891,6/5/20,43:00.0,193,20,56.46
30892,6/5/20,44:00.0,123,10,171.65
30893,6/5/20,46:00.0,178,19,35.25
30894,6/5/20,46:00.0,77,22,44.22
30895,6/5/20,49:00.0,38,23,111.84
30896,6/5/20,50:00.0,175,25,212
30897,6/5/20,50:00.0,28,17,66.93
30898,6/5/20,54:00.0,188,21,54.01
30899,6/5/20,54:00.0,176,19,58.02
30900,6/5/20,56:00.0,103,10,23.58
30901,6/5/20,02:00.0,119,14,27.42
30902,6/5/20,04:00.0,183,19,146.66
30903,6/5/20,05:00.0,48,25,46.79
30904,6/5/20,07:00.0,79,8,111.9
30905,6/5/20,08:00.0,92,12,97
30906,6/5/20,11:00.0,61,15,36.7
30907,6/5/20,14:00.0,138,12,67.58
30908,6/5/20,14:00.0,167,20,105.15
30909,6/5/20,16:00.0,160,22,73.31
30910,6/5/20,16:00.0,85,10,154.76
30911,6/5/20,21:00.0,110,5,58.71
30912,6/5/20,27:00.0,55,8,180.15
30913,6/5/20,28:00.0,111,11,0
30914,6/5/20,28:00.0,188,27,274.03
30915,6/5/20,35:00.0,85,1,146.56
30916,6/5/20,44:00.0,53,26,226.86
30917,6/5/20,47:00.0,95,17,23.8
30918,6/5/20,47:00.0,30,21,124.56
30919,6/5/20,49:00.0,83,15,95.12
30920,6/5/20,50:00.0,38,13,39.91
30921,6/5/20,55:00.0,38,17,81.33
30922,6/5/20,56:00.0,59,3,93.5
30923,6/5/20,57:00.0,144,11,32.87
30924,6/5/20,58:00.0,51,4,103.81
30925,6/5/20,58:00.0,147,16,39.19
30926,6/5/20,13:00.0,6,17,164.97
30927,6/5/20,40:00.0,55,1,172.15
30928,6/5/20,47:00.0,127,3,107.13
30929,6/5/20,47:00.0,82,24,76.82
30930,6/5/20,02:00.0,98,14,148.58
30931,6/5/20,05:00.0,146,9,143.42
30932,6/5/20,10:00.0,53,1,39.81
30933,6/5/20,24:00.0,120,18,0
30934,6/5/20,30:00.0,74,25,0
30935,6/5/20,37:00.0,103,14,84.21
30936,6/5/20,39:00.0,65,22,0
30937,6/5/20,45:00.0,3,8,0
30938,6/6/20,01:00.0,156,14,27.42
30939,6/6/20,03:00.0,77,27,82.16
30940,6/6/20,03:00.0,181,27,35.57
30941,6/6/20,06:00.0,36,9,118.11
30942,6/6/20,07:00.0,182,16,69.36
30943,6/6/20,13:00.0,199,16,98.72
30944,6/6/20,15:00.0,200,19,33.84
30945,6/6/20,16:00.0,37,30,196.78
30946,6/6/20,17:00.0,167,6,0
30947,6/6/20,17:00.0,49,14,200.69
30948,6/6/20,24:00.0,112,12,43.48
30949,6/6/20,28:00.0,149,1,27.75
30950,6/6/20,38:00.0,19,11,244.75
30951,6/6/20,40:00.0,141,3,34.91
30952,6/6/20,41:00.0,120,23,79.2
30953,6/6/20,43:00.0,2,14,173.14
30954,6/6/20,51:00.0,106,2,31.91
30955,6/6/20,54:00.0,86,19,99.34
30956,6/6/20,56:00.0,16,13,243.36
30957,6/6/20,56:00.0,56,10,79.36
30958,6/6/20,58:00.0,128,25,0
30959,6/6/20,59:00.0,176,6,44.59
30960,6/6/20,01:00.0,128,22,236.75
30961,6/6/20,05:00.0,131,2,38.48
30962,6/6/20,10:00.0,10,29,53.4
30963,6/6/20,13:00.0,6,22,0
30964,6/6/20,15:00.0,92,9,38.71
30965,6/6/20,17:00.0,161,10,49.39
30966,6/6/20,19:00.0,53,7,168.84
30967,6/6/20,24:00.0,157,25,0
30968,6/6/20,25:00.0,188,23,0
30969,6/6/20,26:00.0,96,30,172.25
30970,6/6/20,28:00.0,70,24,74.39
30971,6/6/20,28:00.0,40,18,46.06
30972,6/6/20,30:00.0,27,21,231.15
30973,6/6/20,34:00.0,122,18,75.18
30974,6/6/20,41:00.0,183,17,131.62
30975,6/6/20,41:00.0,176,5,89.36
30976,6/6/20,47:00.0,126,17,106.06
30977,6/6/20,48:00.0,12,25,63.08
30978,6/6/20,49:00.0,8,25,0
30979,6/6/20,51:00.0,93,17,164.14
30980,6/6/20,52:00.0,109,18,127.66
30981,6/6/20,53:00.0,73,13,33.5
30982,6/6/20,54:00.0,83,11,248.46
30983,6/6/20,54:00.0,197,26,95.75
30984,6/6/20,54:00.0,146,28,96.02
30985,6/6/20,58:00.0,167,2,83.74
30986,6/6/20,58:00.0,145,1,127.06
30987,6/6/20,03:00.0,136,27,46.8
30988,6/6/20,06:00.0,67,18,218.54
30989,6/6/20,10:00.0,152,16,62.96
30990,6/6/20,12:00.0,143,18,92.12
30991,6/6/20,12:00.0,79,4,44.06
30992,6/6/20,12:00.0,154,21,22.42
30993,6/6/20,12:00.0,193,27,82.16
30994,6/6/20,16:00.0,159,23,128.1
30995,6/6/20,17:00.0,46,2,31.91
30996,6/6/20,19:00.0,189,27,79.51
30997,6/6/20,20:00.0,173,25,114.26
30998,6/6/20,21:00.0,142,2,34.96
30999,6/6/20,32:00.0,164,29,28.25
31000,6/6/20,34:00.0,89,2,0
31001,6/6/20,35:00.0,124,29,28.25
31002,6/6/20,43:00.0,150,28,33.92
31003,6/6/20,43:00.0,8,26,133.5
31004,6/6/20,51:00.0,92,10,111.01
31005,6/6/20,52:00.0,169,3,114.43
31006,6/6/20,52:00.0,111,10,0
31007,6/6/20,56:00.0,125,19,153.82
31008,6/6/20,56:00.0,105,30,0
31009,6/6/20,58:00.0,86,28,40.98
31010,6/6/20,59:00.0,57,8,0
31011,6/6/20,05:00.0,147,9,104.31
31012,6/6/20,09:00.0,53,30,0
31013,6/6/20,12:00.0,46,27,46.59
31014,6/6/20,23:00.0,44,3,79.85
31015,6/6/20,18:00.0,37,15,92.89
31016,6/6/20,24:00.0,159,6,142.32
31017,6/6/20,25:00.0,62,15,129.3
31018,6/6/20,28:00.0,48,27,53.19
31019,6/6/20,42:00.0,33,26,0
31020,6/6/20,05:00.0,86,18,100.28
31021,6/6/20,05:00.0,22,12,37.63
31022,6/6/20,21:00.0,34,1,84.39
31023,6/6/20,25:00.0,53,29,92.65
31024,6/6/20,25:00.0,125,1,0
31025,6/6/20,30:00.0,137,15,70.84
31026,6/6/20,57:00.0,99,16,227.31
31027,6/6/20,02:00.0,78,23,130.69
31028,6/6/20,03:00.0,53,15,160.15
31029,6/6/20,11:00.0,172,17,205.31
31030,6/6/20,25:00.0,95,27,112.84
31031,6/6/20,45:00.0,42,5,0
31032,6/6/20,52:00.0,67,22,48.63
31033,6/6/20,05:00.0,187,8,159.5
31034,6/6/20,30:00.0,53,29,111.23
31035,6/6/20,01:00.0,65,20,160.79
31036,6/6/20,07:00.0,33,15,52.89
31037,6/6/20,17:00.0,62,24,30.68
31038,6/6/20,22:00.0,136,13,110.14
31039,6/6/20,23:00.0,60,17,139.13
31040,6/6/20,25:00.0,179,6,23.41
31041,6/6/20,31:00.0,50,9,0
31042,6/6/20,35:00.0,153,10,114.82
31043,6/6/20,36:00.0,52,16,174.47
31044,6/6/20,37:00.0,129,6,137.51
31045,6/6/20,39:00.0,180,8,0
31046,6/6/20,40:00.0,81,5,60.65
31047,6/6/20,44:00.0,194,7,218.67
31048,6/6/20,46:00.0,18,26,77.13
31049,6/6/20,48:00.0,53,24,136.98
31050,6/6/20,48:00.0,96,22,204.82
31051,6/6/20,49:00.0,155,17,0
31052,6/6/20,54:00.0,152,15,119.1
31053,6/6/20,56:00.0,21,20,58.46
31054,6/6/20,00:00.0,149,9,125.83
31055,6/6/20,02:00.0,66,20,219.51
31056,6/6/20,03:00.0,14,9,91.18
31057,6/6/20,04:00.0,119,3,46.03
31058,6/6/20,05:00.0,34,13,104.08
31059,6/6/20,05:00.0,90,24,0
31060,6/6/20,09:00.0,136,9,159.63
31061,6/6/20,09:00.0,12,26,45.59
31062,6/6/20,10:00.0,133,6,121.58
31063,6/6/20,13:00.0,9,11,43.96
31064,6/6/20,16:00.0,121,18,152.38
31065,6/6/20,18:00.0,200,6,75.54
31066,6/6/20,18:00.0,150,23,56.63
31067,6/6/20,20:00.0,125,4,75
31068,6/6/20,21:00.0,34,11,32.87
31069,6/6/20,22:00.0,195,8,0
31070,6/6/20,23:00.0,194,17,63.32
31071,6/6/20,24:00.0,48,21,0
31072,6/6/20,32:00.0,70,6,31.18
31073,6/6/20,39:00.0,73,13,115.08
31074,6/6/20,41:00.0,105,21,217.68
31075,6/6/20,41:00.0,65,6,54.59
31076,6/6/20,43:00.0,48,16,206.63
31077,6/6/20,47:00.0,53,1,39.81
31078,6/6/20,55:00.0,87,16,229.57
31079,6/6/20,55:00.0,84,28,0
31080,6/6/20,02:00.0,134,28,40.98
31081,6/6/20,02:00.0,177,3,58.59
31082,6/6/20,02:00.0,187,24,207.17
31083,6/6/20,03:00.0,137,23,104.88
31084,6/6/20,04:00.0,173,28,60.79
31085,6/6/20,05:00.0,200,28,0
31086,6/6/20,10:00.0,5,2,77.65
31087,6/6/20,10:00.0,81,15,64.12
31088,6/6/20,12:00.0,144,1,59.83
31089,6/6/20,18:00.0,100,26,48.23
31090,6/6/20,20:00.0,26,9,39.45
31091,6/6/20,24:00.0,141,17,35.48
31092,6/6/20,31:00.0,200,11,43.96
31093,6/6/20,32:00.0,88,4,220.11
31094,6/6/20,35:00.0,83,28,93.7
31095,6/6/20,37:00.0,134,20,108.76
31096,6/6/20,37:00.0,107,16,136.4
31097,6/6/20,38:00.0,171,29,190.47
31098,6/6/20,44:00.0,96,30,223.62
31099,6/6/20,47:00.0,66,7,60.82
31100,6/6/20,48:00.0,187,8,37.41
31101,6/6/20,49:00.0,120,14,115.82
31102,6/6/20,50:00.0,11,9,149.7
31103,6/6/20,51:00.0,80,27,112.69
31104,6/6/20,53:00.0,152,22,26.8
31105,6/6/20,54:00.0,89,16,39.19
31106,6/6/20,56:00.0,41,22,0
31107,6/6/20,59:00.0,52,20,57.75
31108,6/6/20,12:00.0,23,13,160.65
31109,6/6/20,18:00.0,79,27,82.37
31110,6/6/20,39:00.0,136,5,32.18
31111,6/6/20,44:00.0,130,18,0
31112,6/6/20,47:00.0,80,16,0
31113,6/7/20,02:00.0,119,9,81.59
31114,6/7/20,02:00.0,136,7,34.95
31115,6/7/20,03:00.0,200,17,35.48
31116,6/7/20,10:00.0,194,12,58.72
31117,6/7/20,13:00.0,156,14,178.69
31118,6/7/20,15:00.0,117,17,94.2
31119,6/7/20,17:00.0,177,8,132.71
31120,6/7/20,18:00.0,186,17,0
31121,6/7/20,19:00.0,188,28,0
31122,6/7/20,20:00.0,143,7,184.32
31123,6/7/20,21:00.0,77,28,85.22
31124,6/7/20,26:00.0,171,7,49.04
31125,6/7/20,27:00.0,97,24,167.46
31126,6/7/20,29:00.0,103,14,122.46
31127,6/7/20,37:00.0,142,5,134.91
31128,6/7/20,38:00.0,106,18,84.64
31129,6/7/20,38:00.0,137,10,239.75
31130,6/7/20,39:00.0,186,28,58.35
31131,6/7/20,43:00.0,36,17,70.96
31132,6/7/20,43:00.0,105,11,52.26
31133,6/7/20,44:00.0,19,22,31.27
31134,6/7/20,49:00.0,152,21,79.67
31135,6/7/20,51:00.0,197,18,138.5
31136,6/7/20,51:00.0,14,28,127.62
31137,6/7/20,56:00.0,55,8,168.6
31138,6/7/20,59:00.0,174,29,23.32
31139,6/7/20,04:00.0,161,19,129.79
31140,6/7/20,08:00.0,153,10,31.69
31141,6/7/20,12:00.0,196,8,296.72
31142,6/7/20,12:00.0,31,4,197.41
31143,6/7/20,12:00.0,183,25,65.64
31144,6/7/20,15:00.0,80,13,0
31145,6/7/20,16:00.0,62,12,99.22
31146,6/7/20,21:00.0,99,23,27.99
31147,6/7/20,23:00.0,1,20,56.46
31148,6/7/20,24:00.0,127,9,81.59
31149,6/7/20,25:00.0,110,22,146.72
31150,6/7/20,29:00.0,116,25,76.98
31151,6/7/20,30:00.0,1,18,46.06
31152,6/7/20,31:00.0,145,9,147.7
31153,6/7/20,34:00.0,43,8,0
31154,6/7/20,36:00.0,112,29,130.66
31155,6/7/20,37:00.0,81,19,91.55
31156,6/7/20,40:00.0,190,5,150
31157,6/7/20,40:00.0,174,6,44.59
31158,6/7/20,41:00.0,86,9,50.01
31159,6/7/20,42:00.0,61,29,77.54
31160,6/7/20,42:00.0,153,15,70.84
31161,6/7/20,45:00.0,6,12,0
31162,6/7/20,51:00.0,188,29,0
31163,6/7/20,52:00.0,69,27,71.14
31164,6/7/20,56:00.0,67,10,229.62
31165,6/7/20,01:00.0,172,24,30.68
31166,6/7/20,02:00.0,161,28,138.24
31167,6/7/20,10:00.0,132,11,220.29
31168,6/7/20,16:00.0,26,29,68.7
31169,6/7/20,18:00.0,16,3,33.51
31170,6/7/20,24:00.0,110,4,44.06
31171,6/7/20,24:00.0,46,22,45.06
31172,6/7/20,25:00.0,14,13,0
